Record Date,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount
9/30/18,Corps of Engineers,349629850,5082095502,6453426761
9/30/18,Other Defense Civil Programs,1088934567,55368131204,58694996894
9/30/18,Environmental Protection Agency,665832479.4,8085324817,8087966411
9/30/18,Executive Office of the President,31620687.46,381890861.1,410592941.9
9/30/18,General Services Administration,-303327938.6,-589691162,-663590691
9/30/18,International Assistance Programs,2104883187,21632262533,18922248807
9/30/18,National Aeronautics and Space Administration,1791653963,19753900774,18697727095
9/30/18,National Science Foundation,656412518.3,7166340873,7215298103
9/30/18,Office of Personnel Management,8556420240,98802409011,95460910812
9/30/18,Small Business Administration,111425333.6,45661191.16,438891393.1
9/30/18,Social Security Administration,58637423903,1.0399E+12,1.00081E+12
9/30/18,Independent Agencies,-2090400372,7770325948,11659549635
9/30/18,Undistributed Offsetting Receipts:,null,null,null
9/30/18,Interest,-266260128,-1.5015E+11,-1.47059E+11
9/30/18,Other,-5887856565,-97870230058,-89825364020
9/30/18,Total Outlays,2.24443E+11,4.10774E+12,3.98072E+12
9/30/18,(On-Budget),1.67661E+11,3.25917E+12,3.17952E+12
9/30/18,(Off-Budget),56782550906,8.48572E+11,8.01202E+11
9/30/18,Surplus (+) or Deficit (-),1.19116E+11,-7.78996E+11,-6.65826E+11
9/30/18,(On-Budget),1.01096E+11,-7.85172E+11,-7.15242E+11
9/30/18,(Off-Budget),18020029307,6175401220,49416026080
9/30/18,Department of Justice,2137626010,34521173367,30977301045
9/30/18,Department of Labor,2372705079,39637631079,40120153786
9/30/18,Department of State,2829587927,26385032402,27060596462
9/30/18,Department of Transportation,8286971604,78494450988,79439571380
9/30/18,Department of the Treasury:,null,null,null
9/30/18,Interest on Treasury Debt Securities (Gross),28981353837,5.21553E+11,4.56955E+11
9/30/18,Customs Duties,4572481490,41298963822,34575150111
9/30/18,Miscellaneous Receipts,16565585357,1.10505E+11,1.27666E+11
9/30/18,Total Receipts,3.43559E+11,3.32875E+12,3.31489E+12
9/30/18,(On-Budget),2.68757E+11,2.474E+12,2.46428E+12
9/30/18,(Off-Budget),74802580213,8.54747E+11,8.50618E+11
9/30/18,Individual Income Taxes,1.61949E+11,1.68354E+12,1.58712E+12
9/30/18,Corporation Income Taxes,42181931676,2.04733E+11,2.97048E+11
9/30/18,Social Insurance and Retirement Receipts:,null,null,null
9/30/18,Employment and General Retirement (Off-Budget),74802580213,8.54747E+11,8.50618E+11
9/30/18,Employment and General Retirement (On-Budget),24440264848,2.66408E+11,2.61279E+11
9/30/18,Budget Outlays,null,null,null
9/30/18,Other Retirement,431154927.3,4502824329,4190632296
8/31/18,Total Receipts,2.19115E+11,2.98519E+12,2.96617E+12
8/31/18,(On-Budget),1.51335E+11,2.20524E+12,2.18753E+12
8/31/18,(Off-Budget),67780000000,7.79944E+11,7.78644E+11
8/31/18,Legislative Branch,392993353.7,4302522951,4105945588
8/31/18,Department of Education,7391474253,58290270175,1.01438E+11
8/31/18,Department of Energy,2351238541,23769000448,22518782340
8/31/18,Department of Health and Human Services,1.31578E+11,1.05053E+12,9.94063E+11
8/31/18,Department of Homeland Security,4701422127,63591491331,42737445347
8/31/18,Department of Housing and Urban Development,3738588371,53524381487,55784495173
8/31/18,Department of the Interior,1120321537,12843285142,10974584273
8/31/18,Department of Justice,2708636318,32383547357,28605770329
8/31/18,Department of Labor,3693298463,37264926000,38704502340
8/31/18,Department of State,2852230224,23555444475,22553706650
8/31/18,Department of Transportation,8843753822,70207479383,71111762320
8/31/18,Interest on Treasury Debt Securities (Gross),38356638083,4.92572E+11,4.34628E+11
8/31/18,Department of Veterans Affairs,23772631522,1.70284E+11,1.53562E+11
8/31/18,Corps of Engineers,132003629.6,4732465652,6048343954
8/31/18,Other Defense Civil Programs,8818368930,54279196513,48597175685
8/31/18,Environmental Protection Agency,668033373.8,7419492338,7440523745
8/31/18,Executive Office of the President,32719443.6,350270173.6,376782210.2
8/31/18,General Services Administration,161857988.3,-286363223.4,-520878436.3
8/31/18,International Assistance Programs,2298892618,19527379346,16330603255
8/31/18,National Aeronautics and Space Administration,1654804127,17962246812,17102669619
8/31/18,National Science Foundation,819263859,6509928354,6528195508
8/31/18,Office of Personnel Management,8475891859,90245988770,87409500405
8/31/18,Small Business Administration,122226101.7,-65764142.44,343070584
8/31/18,Social Security Administration,1.17048E+11,9.81264E+11,9.12301E+11
8/31/18,Independent Agencies,2903491279,9860726320,13200066628
8/31/18,(On-Budget),-1.76151E+11,-8.86268E+11,-7.28732E+11
8/31/18,Budget Outlays,null,null,null
8/31/18,Other,6927621456,1.43076E+11,1.22367E+11
8/31/18,Employment and General Retirement (On-Budget),20555394189,2.41968E+11,2.37824E+11
8/31/18,Unemployment Insurance,3816799886,44793423911,45423832675
8/31/18,Other Retirement,370885833.7,4071669402,3859432799
8/31/18,Excise Taxes,8154056676,78909157576,72603193259
8/31/18,Estate and Gift Taxes,1931997424,20693454490,21171951097
8/31/18,Customs Duties,4249193057,36726482332,31373881330
8/31/18,Miscellaneous Receipts,9271245096,93939515712,1.19643E+11
8/31/18,Judicial Branch,689925557.5,7155505807,6897611528
8/31/18,Department of Agriculture,8785472243,1.30276E+11,1.21123E+11
8/31/18,Department of Commerce,580538782.4,8015802112,9578982072
8/31/18,Department of Defense--Military Programs,58844372923,5.51719E+11,5.14797E+11
8/31/18,Undistributed Offsetting Receipts:,null,null,null
8/31/18,Interest,-4609646128,-1.49884E+11,-1.46909E+11
8/31/18,Other,-12591705259,-91982373493,-83915898149
8/31/18,Total Outlays,4.33263E+11,3.8833E+12,3.63988E+12
8/31/18,(On-Budget),3.27487E+11,3.09151E+12,2.91626E+12
8/31/18,(Off-Budget),1.05776E+11,7.91789E+11,7.23623E+11
8/31/18,Surplus (+) or Deficit (-),-2.14148E+11,-8.98112E+11,-6.73712E+11
8/31/18,Department of the Treasury:,null,null,null
8/31/18,(Off-Budget),-37996263807,-11844628087,55020881907
8/31/18,Budget Receipts,null,null,null
8/31/18,Individual Income Taxes,1.06439E+11,1.52159E+12,1.422E+12
8/31/18,Corporation Income Taxes,-3452978047,1.62551E+11,2.33631E+11
8/31/18,Social Insurance and Retirement Receipts:,null,null,null
8/31/18,Employment and General Retirement (Off-Budget),67780000000,7.79944E+11,7.78644E+11
7/31/18,Customs Duties,4158946942,32477289275,28426651295
7/31/18,Miscellaneous Receipts,6769355205,84668270615,1.05576E+11
7/31/18,Total Receipts,2.25266E+11,2.76607E+12,2.73986E+12
7/31/18,(On-Budget),1.5887E+11,2.05391E+12,2.02646E+12
7/31/18,(Off-Budget),66396000000,7.12164E+11,7.13403E+11
7/31/18,Legislative Branch,446682358,3909529598,3742710160
7/31/18,Judicial Branch,644096277.7,6465580249,6272251396
7/31/18,Department of Agriculture,9719631023,1.2149E+11,1.18766E+11
7/31/18,Department of Commerce,1151049920,7435263330,8823786770
7/31/18,Department of Defense--Military Programs,43164941698,4.92875E+11,4.65532E+11
7/31/18,Department of Education,4194303945,50898795922,94334224228
7/31/18,Department of Energy,2075329696,21417761907,20527379724
7/31/18,Department of Health and Human Services,67867400607,9.18956E+11,8.89497E+11
7/31/18,Department of Homeland Security,5051756136,58890069203,39393527569
7/31/18,Department of Housing and Urban Development,3970688562,49785793116,52565802751
7/31/18,Department of the Interior,1179849306,11722963605,9410789500
7/31/18,Department of Justice,3212769343,29674911039,26144871101
7/31/18,Department of Labor,3765069300,33571627537,34898907752
7/31/18,Department of State,1725641137,20703214251,21143377125
7/31/18,Department of Transportation,8816705645,61363725561,62482895438
7/31/18,Interest on Treasury Debt Securities (Gross),40559408611,4.54215E+11,4.04304E+11
7/31/18,Other,7223923068,1.36148E+11,1.17009E+11
7/31/18,Department of Veterans Affairs,7965327973,1.46511E+11,1.38164E+11
7/31/18,Corps of Engineers,320102514.2,4600462022,5435224830
7/31/18,Other Defense Civil Programs,261484599.9,45460827583,44151106289
7/31/18,Environmental Protection Agency,617505567.6,6751458964,6801487320
7/31/18,Small Business Administration,133921304.9,-187990244.2,261273469.5
7/31/18,Social Security Administration,83485008902,8.64217E+11,8.28393E+11
7/31/18,Undistributed Offsetting Receipts:,null,null,null
7/31/18,Independent Agencies,3820060236,6957235041,11211320575
7/31/18,Department of the Treasury:,null,null,null
7/31/18,Interest,-4464665791,-1.45274E+11,-1.43625E+11
7/31/18,Other,-6858625759,-79390668234,-75749138898
7/31/18,Total Outlays,3.02131E+11,3.45004E+12,3.30588E+12
7/31/18,(On-Budget),2.28731E+11,2.76402E+12,2.65944E+12
7/31/18,(Off-Budget),73400630397,6.86013E+11,6.46439E+11
7/31/18,Executive Office of the President,28468463.63,317550730,347204244.1
7/31/18,General Services Administration,-105810240.1,-448221211.7,-612001692.8
7/31/18,International Assistance Programs,1475035393,17228486728,15684115534
7/31/18,National Aeronautics and Space Administration,1552862328,16307442684,15504952226
7/31/18,National Science Foundation,649900525.1,5690664495,5732953211
7/31/18,Office of Personnel Management,8481629833,81770096912,79334275070
7/31/18,Individual Income Taxes,1.0966E+11,1.41515E+12,1.31269E+12
7/31/18,Corporation Income Taxes,4295926625,1.66004E+11,2.32294E+11
7/31/18,Social Insurance and Retirement Receipts:,null,null,null
7/31/18,Employment and General Retirement (Off-Budget),66396000000,7.12164E+11,7.13403E+11
7/31/18,Employment and General Retirement (On-Budget),20117980444,2.21412E+11,2.18172E+11
7/31/18,Unemployment Insurance,3979121534,40976624025,41206652883
7/31/18,Other Retirement,389003395.9,3700783568,3496766751
7/31/18,Excise Taxes,7716362861,70755100900,65186717603
7/31/18,Estate and Gift Taxes,1783048998,18761457066,19407438816
7/31/18,Budget Receipts,null,null,null
7/31/18,Budget Outlays,null,null,null
7/31/18,Surplus (+) or Deficit (-),-76865229671,-6.83965E+11,-5.66023E+11
7/31/18,(On-Budget),-69860599274,-7.10116E+11,-6.32987E+11
7/31/18,(Off-Budget),-7004630397,26151635720,66963935085
6/30/18,Budget Receipts,null,null,null
6/30/18,Individual Income Taxes,1.62349E+11,1.30549E+12,1.19924E+12
6/30/18,Corporation Income Taxes,38001232645,1.61708E+11,2.23261E+11
6/30/18,Social Insurance and Retirement Receipts:,null,null,null
6/30/18,Employment and General Retirement (Off-Budget),71222211605,6.45768E+11,6.48768E+11
6/30/18,Employment and General Retirement (On-Budget),22403044274,2.01294E+11,1.98677E+11
6/30/18,Unemployment Insurance,313260920,36997502491,37281665722
6/30/18,Excise Taxes,7343395102,63038738039,57386309409
6/30/18,Estate and Gift Taxes,1612389979,16978408068,17962738221
6/30/18,Customs Duties,3509606218,28318342333,25238430951
6/30/18,Miscellaneous Receipts,9089810554,77898915410,96866181374
6/30/18,Total Receipts,3.16278E+11,2.5408E+12,2.50782E+12
6/30/18,(On-Budget),2.45056E+11,1.89504E+12,1.85905E+12
6/30/18,(Off-Budget),71222211605,6.45768E+11,6.48768E+11
6/30/18,Legislative Branch,354072309.1,3462269016,3371015564
6/30/18,Judicial Branch,755472836.2,5821483972,5702534471
6/30/18,Department of Agriculture,9586976588,1.1177E+11,1.09787E+11
6/30/18,Department of Commerce,1061816049,6284213410,7858561534
6/30/18,Department of Defense--Military Programs,59813064869,4.4971E+11,4.24935E+11
6/30/18,Department of Housing and Urban Development,3748772146,45815104554,49498122312
6/30/18,Department of the Interior,1581566558,10543114299,8395608830
6/30/18,Department of Justice,2670920062,26462141697,23366977858
6/30/18,Department of Labor,3382975867,29806558237,31250762360
6/30/18,Department of State,2371460806,18975279484,19162357946
6/30/18,Department of Transportation,6902809596,52547019916,55771188243
6/30/18,Interest on Treasury Debt Securities (Gross),95593541318,4.13656E+11,3.75632E+11
6/30/18,National Science Foundation,648145898.3,5040763970,5073581974
6/30/18,Office of Personnel Management,7144161109,73288467078,71282609247
6/30/18,Small Business Administration,123268467.8,-321911549,184018392.1
6/30/18,Social Security Administration,97059499474,7.80732E+11,7.48951E+11
6/30/18,Independent Agencies,-4090970981,3137174805,8105176988
6/30/18,Allowances,null,null,null
6/30/18,Undistributed Offsetting Receipts:,null,null,null
6/30/18,Other,-6556811583,-72532042475,-69385448054
6/30/18,Total Outlays,3.91136E+11,3.1479E+12,3.0309E+12
6/30/18,(On-Budget),3.44954E+11,2.53529E+12,2.45281E+12
6/30/18,(Off-Budget),46181686600,6.12612E+11,5.78096E+11
6/30/18,Surplus (+) or Deficit (-),-74857990464,-6.07099E+11,-5.23083E+11
6/30/18,(On-Budget),-99898515468,-6.40255E+11,-5.93756E+11
6/30/18,(Off-Budget),25040525005,33156266117,70672548854
6/30/18,Budget Outlays,null,null,null
6/30/18,Interest,-61857020363,-1.4081E+11,-1.41022E+11
6/30/18,Other Retirement,434263858.3,3311780172,3140540654
6/30/18,Other,6381430219,1.28924E+11,1.10101E+11
6/30/18,Department of Veterans Affairs,23843791317,1.38546E+11,1.3097E+11
6/30/18,Corps of Engineers,569700347.2,4280359508,5006075700
6/30/18,Other Defense Civil Programs,9443471419,45199342983,43308483222
6/30/18,Environmental Protection Agency,716469356.5,6133953397,6285150401
6/30/18,Executive Office of the President,36717222.16,289082266.4,319454991.6
6/30/18,General Services Administration,-123821157.4,-342410971.6,-315478561.2
6/30/18,International Assistance Programs,3257250509,15755744965,14930404785
6/30/18,National Aeronautics and Space Administration,2209724040,14754580356,14157093891
6/30/18,Department of the Treasury:,null,null,null
6/30/18,Department of Education,-2269115961,46704491977,90205676970
6/30/18,Department of Energy,2556437290,19342432212,18797969140
6/30/18,Department of Health and Human Services,1.19365E+11,8.51089E+11,8.23914E+11
6/30/18,Department of Homeland Security,4855489205,53838313067,35304399593
5/31/18,Unemployment Insurance,12517882933,36684241571,36947626051
5/31/18,Other Retirement,351753946,2877516314,2728936700
5/31/18,Excise Taxes,7325143893,55695342938,49968478563
5/31/18,Estate and Gift Taxes,1650468871,15366018089,16503785322
5/31/18,Customs Duties,2968376063,24808736116,22366986679
5/31/18,Miscellaneous Receipts,6265366970,68809104856,88866876119
5/31/18,Total Receipts,2.17075E+11,2.22453E+12,2.16916E+12
5/31/18,(On-Budget),1.46723E+11,1.64998E+12,1.60659E+12
5/31/18,(Off-Budget),70352000000,5.74546E+11,5.62569E+11
5/31/18,Department of Agriculture,9855371008,1.02183E+11,99796826660
5/31/18,Department of Commerce,781811452.5,5222397361,7076794759
5/31/18,Department of Defense--Military Programs,50128021382,3.89897E+11,3.69865E+11
5/31/18,Department of Education,5106413480,48973607938,44514762670
5/31/18,Department of Energy,2236379322,16785994922,16521523193
5/31/18,Department of Health and Human Services,1.00141E+11,7.31724E+11,7.09989E+11
5/31/18,Department of Veterans Affairs,16022666227,1.14702E+11,1.07809E+11
5/31/18,Corps of Engineers,419202636.6,3710659161,4482753683
5/31/18,Other Defense Civil Programs,4937387296,35755871564,33933671248
5/31/18,Environmental Protection Agency,566480662.6,5417484040,5554330234
5/31/18,Executive Office of the President,32271740.97,252365044.2,279057867.3
5/31/18,International Assistance Programs,3276209505,12498494456,14814360064
5/31/18,National Science Foundation,538420475.6,4392618072,4413228375
5/31/18,Office of Personnel Management,8819513267,66144305970,64435455243
5/31/18,Social Security Administration,87609551843,6.83672E+11,6.56458E+11
5/31/18,Independent Agencies,-470167798.9,7228145786,10914606582
